message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.413582])";"30";"turtlesim2.sim2";"1758613512.068518291";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.403032])";"30";"turtlesim3.sim3";"1758613512.068423379";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.424131])";"30";"turtlesim1.sim1";"1758613512.068281870";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.418857])";"30";"turtlesim1.sim1";"1758613512.052975810";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.397757])";"30";"turtlesim3.sim3";"1758613512.052064537";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.408307])";"30";"turtlesim2.sim2";"1758613512.052089715";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.392483])";"30";"turtlesim3.sim3";"1758613512.036661945";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.403032])";"30";"turtlesim2.sim2";"1758613512.036647508";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.413582])";"30";"turtlesim1.sim1";"1758613512.036503760";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.397757])";"30";"turtlesim2.sim2";"1758613512.020862832";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.387208])";"30";"turtlesim3.sim3";"1758613512.020240609";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.408307])";"30";"turtlesim1.sim1";"1758613512.020027246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.403032])";"30";"turtlesim1.sim1";"1758613512.004700423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.381933])";"30";"turtlesim3.sim3";"1758613512.004701124";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.392483])";"30";"turtlesim2.sim2";"1758613512.004455440";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.397757])";"30";"turtlesim1.sim1";"1758613511.988634100";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.387208])";"30";"turtlesim2.sim2";"1758613511.988292595";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.376658])";"30";"turtlesim3.sim3";"1758613511.988325437";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.371384])";"30";"turtlesim3.sim3";"1758613511.972600778";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.392483])";"30";"turtlesim1.sim1";"1758613511.972441658";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.381933])";"30";"turtlesim2.sim2";"1758613511.972231611";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.366109])";"30";"turtlesim3.sim3";"1758613511.956713850";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.387208])";"30";"turtlesim1.sim1";"1758613511.956460991";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.376658])";"30";"turtlesim2.sim2";"1758613511.956267756";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.381933])";"30";"turtlesim1.sim1";"1758613511.940692178";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.371384])";"30";"turtlesim2.sim2";"1758613511.940575624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.360834])";"30";"turtlesim3.sim3";"1758613511.940606686";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.376658])";"30";"turtlesim1.sim1";"1758613511.924579543";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.355559])";"30";"turtlesim3.sim3";"1758613511.924315514";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.366109])";"30";"turtlesim2.sim2";"1758613511.923861278";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.371384])";"30";"turtlesim1.sim1";"1758613511.908905499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.350284])";"30";"turtlesim3.sim3";"1758613511.908704775";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.360834])";"30";"turtlesim2.sim2";"1758613511.908045380";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.366109])";"30";"turtlesim1.sim1";"1758613511.892735923";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.345010])";"30";"turtlesim3.sim3";"1758613511.892700378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.355559])";"30";"turtlesim2.sim2";"1758613511.892593030";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.360834])";"30";"turtlesim1.sim1";"1758613511.876331913";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.350284])";"30";"turtlesim2.sim2";"1758613511.876331763";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.339735])";"30";"turtlesim3.sim3";"1758613511.876260614";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.334460])";"30";"turtlesim3.sim3";"1758613511.860280565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.355559])";"30";"turtlesim1.sim1";"1758613511.860128981";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.345010])";"30";"turtlesim2.sim2";"1758613511.860162608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.350284])";"30";"turtlesim1.sim1";"1758613511.844747391";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.329185])";"30";"turtlesim3.sim3";"1758613511.844823007";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.339735])";"30";"turtlesim2.sim2";"1758613511.844821761";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.323911])";"30";"turtlesim3.sim3";"1758613511.829492334";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.334460])";"30";"turtlesim2.sim2";"1758613511.829341434";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.345010])";"30";"turtlesim1.sim1";"1758613511.828291400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.339735])";"30";"turtlesim1.sim1";"1758613511.812790977";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.318636])";"30";"turtlesim3.sim3";"1758613511.812323905";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.329185])";"30";"turtlesim2.sim2";"1758613511.812323930";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.334460])";"30";"turtlesim1.sim1";"1758613511.796696508";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.313361])";"30";"turtlesim3.sim3";"1758613511.796644913";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.323911])";"30";"turtlesim2.sim2";"1758613511.796644477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.329185])";"30";"turtlesim1.sim1";"1758613511.780601498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.308086])";"30";"turtlesim3.sim3";"1758613511.780396401";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.318636])";"30";"turtlesim2.sim2";"1758613511.780256884";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.313361])";"30";"turtlesim2.sim2";"1758613511.764428334";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.323911])";"30";"turtlesim1.sim1";"1758613511.764286211";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.302811])";"30";"turtlesim3.sim3";"1758613511.764017220";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.318636])";"30";"turtlesim1.sim1";"1758613511.748894035";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.308086])";"30";"turtlesim2.sim2";"1758613511.748826436";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.297537])";"30";"turtlesim3.sim3";"1758613511.748493924";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.292262])";"30";"turtlesim3.sim3";"1758613511.732790493";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.313361])";"30";"turtlesim1.sim1";"1758613511.732313890";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.302811])";"30";"turtlesim2.sim2";"1758613511.732179925";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.308086])";"30";"turtlesim1.sim1";"1758613511.717047350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.286987])";"30";"turtlesim3.sim3";"1758613511.716821203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.297537])";"30";"turtlesim2.sim2";"1758613511.716385677";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.292262])";"30";"turtlesim2.sim2";"1758613511.700531435";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.302811])";"30";"turtlesim1.sim1";"1758613511.700421157";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.011592, y=6.281712])";"30";"turtlesim3.sim3";"1758613511.699964085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.286987])";"30";"turtlesim2.sim2";"1758613511.684948973";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.297537])";"30";"turtlesim1.sim1";"1758613511.684894346";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.011592, y=6.281712])";"30";"turtlesim2.sim2";"1758613511.668486650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.292262])";"30";"turtlesim1.sim1";"1758613511.668243953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=6.286987])";"30";"turtlesim1.sim1";"1758613511.652920512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.011592, y=6.281712])";"30";"turtlesim1.sim1";"1758613511.636158780";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.550159, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.468312549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.536217, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.452759699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.522276, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.436569441";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.550159, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.436193450";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.550159, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.421012560";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.536217, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.420870822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.508334, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.420880263";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.522276, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.404452946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.536217, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.404254494";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.494392, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.404184845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.508334, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.388865840";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.480450, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.388813430";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.522276, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.388479785";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.508334, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.372376001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.494392, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.372286154";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.466508, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.372305087";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.494392, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.356705801";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.480450, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.356623601";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.452566, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.355947888";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.438625, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.340851512";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.480450, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.340209615";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.466508, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.340108400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.452566, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.324696086";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.466508, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.324607315";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.424683, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.324638530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.452566, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.308719786";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.438625, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.308324831";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.410741, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.308133070";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.438625, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.292902642";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.424683, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.291928628";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.396799, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.291846486";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.410741, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.276587855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.424683, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.276579698";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.382857, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.276537184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.368915, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.260319893";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.410741, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.260253877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.396799, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.260237611";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.396799, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.244841228";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.382857, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.244043917";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.354973, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.243991255";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.382857, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.228744001";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.368915, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.228727909";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.341032, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.228664179";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.327090, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.212531229";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.368915, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.212357488";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.354973, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.212108079";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.313148, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.196198983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.354973, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.196125170";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.341032, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.195939497";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.299206, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.180907048";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.341032, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.180901095";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.327090, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.180535200";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.285264, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.164530634";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.327090, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.164498623";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.313148, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.164125232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.299206, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.148633872";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.271322, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.148454553";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.313148, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.148266075";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.299206, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.132133498";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.285264, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.132027903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.257381, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.132027258";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.285264, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.116773377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.243439, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.116674447";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.271322, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.116570756";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.271322, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.100737307";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.229497, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.100542116";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.257381, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.100133228";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.243439, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.084615877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.257381, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.084323621";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.215555, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.084186861";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.243439, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.068909423";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.229497, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.068563022";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.201613, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.067961903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.187671, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.052774125";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.229497, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.052428534";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.215555, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.052173098";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.215555, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.036647308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.173730, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.036575522";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.201613, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.036575358";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.187671, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.020444671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.201613, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.020408215";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.159788, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.020335128";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.145846, y=11.117692])";"30";"turtlesim3.sim3";"1758613320.004098102";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.173730, y=11.117692])";"30";"turtlesim2.sim2";"1758613320.004098550";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.187671, y=11.117692])";"30";"turtlesim1.sim1";"1758613320.004076632";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.173730, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.988937517";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.131904, y=11.117692])";"30";"turtlesim3.sim3";"1758613319.988813134";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.159788, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.988787073";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.117962, y=11.117692])";"30";"turtlesim3.sim3";"1758613319.972629255";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.145846, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.972633676";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.159788, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.972427865";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.145846, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.956925704";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.131904, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.956692016";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.104020, y=11.117692])";"30";"turtlesim3.sim3";"1758613319.956595897";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.117962, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.940661066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.131904, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.940609607";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.090079, y=11.117692])";"30";"turtlesim3.sim3";"1758613319.940402933";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.104020, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.924288608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.117962, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.924178711";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.076137, y=11.117692])";"30";"turtlesim3.sim3";"1758613319.924048877";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.104020, y=11.117692])";"30";"turtlesim1.sim1";"1758613319.908394141";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=9.090079, y=11.117692])";"30";"turtlesim2.sim2";"1758613319.908263315";"./src/turtle.cpp:update:260"
