message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=2.275849, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.115897224";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.260677, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.100613180";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.291022, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.100524081";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.245505, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.084460789";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.275849, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.084421746";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.230332, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.068518194";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.260677, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.068102483";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.215160, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.052905184";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.245505, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.052025516";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.230332, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.036562754";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.199988, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.035971492";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.215160, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.020274078";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.184815, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.020274162";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.169643, y=11.117064])";"30";"turtlesim3.sim3";"1758613520.004941564";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.199988, y=11.117064])";"30";"turtlesim2.sim2";"1758613520.004914165";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.184815, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.988237972";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.154471, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.988095471";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.169643, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.972433089";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.139298, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.972122755";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.154471, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.956870964";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.124126, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.956724655";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.139298, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.940734859";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.108954, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.940551469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.124126, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.924493935";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.093781, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.924315983";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.108954, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.908786255";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.078609, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.908593659";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.063437, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.892654507";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.093781, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.892339009";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.048264, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.877106393";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.078609, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.876205903";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.063437, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.860830144";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.033092, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.860859295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.017920, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.844831003";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.048264, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.844664157";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.033092, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.828880246";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.002747, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.828235012";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.017920, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.812613236";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.987575, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.812457845";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.972403, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.796913355";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2.002747, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.796807698";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.987575, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.780551284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.957230, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.780253889";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.942058, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.764440985";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.972403, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.764485533";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.926886, y=11.117064])";"30";"turtlesim3.sim3";"1758613519.748645942";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.957230, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.748190080";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.911713, y=11.092367])";"30";"turtlesim3.sim3";"1758613519.733064712";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.942058, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.732919341";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.926886, y=11.117064])";"30";"turtlesim2.sim2";"1758613519.716699631";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=1.911713, y=11.092367])";"30";"turtlesim2.sim2";"1758613519.700770806";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.542385])";"30";"turtlesim3.sim3";"1758613515.524576059";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.537110])";"30";"turtlesim3.sim3";"1758613515.508813764";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.542385])";"30";"turtlesim2.sim2";"1758613515.492079806";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.531835])";"30";"turtlesim3.sim3";"1758613515.492087946";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.526561])";"30";"turtlesim3.sim3";"1758613515.476393236";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.537110])";"30";"turtlesim2.sim2";"1758613515.476155242";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.531835])";"30";"turtlesim2.sim2";"1758613515.460901988";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.521286])";"30";"turtlesim3.sim3";"1758613515.460786478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.516011])";"30";"turtlesim3.sim3";"1758613515.444503385";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.526561])";"30";"turtlesim2.sim2";"1758613515.444387023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.510736])";"30";"turtlesim3.sim3";"1758613515.428755713";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.521286])";"30";"turtlesim2.sim2";"1758613515.428691255";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.516011])";"30";"turtlesim2.sim2";"1758613515.412746418";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.505461])";"30";"turtlesim3.sim3";"1758613515.412761711";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.510736])";"30";"turtlesim2.sim2";"1758613515.396183937";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.500187])";"30";"turtlesim3.sim3";"1758613515.396120540";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.494912])";"30";"turtlesim3.sim3";"1758613515.380634214";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.505461])";"30";"turtlesim2.sim2";"1758613515.380257290";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.489637])";"30";"turtlesim3.sim3";"1758613515.364928127";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.500187])";"30";"turtlesim2.sim2";"1758613515.364861670";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.484362])";"30";"turtlesim3.sim3";"1758613515.348385210";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.494912])";"30";"turtlesim2.sim2";"1758613515.348239609";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.489637])";"30";"turtlesim2.sim2";"1758613515.332013042";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.479088])";"30";"turtlesim3.sim3";"1758613515.332016948";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.484362])";"30";"turtlesim2.sim2";"1758613515.316864855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.473813])";"30";"turtlesim3.sim3";"1758613515.316455639";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.468538])";"30";"turtlesim3.sim3";"1758613515.300978829";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.479088])";"30";"turtlesim2.sim2";"1758613515.300128167";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.473813])";"30";"turtlesim2.sim2";"1758613515.284672092";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.463263])";"30";"turtlesim3.sim3";"1758613515.284655816";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.468538])";"30";"turtlesim2.sim2";"1758613515.269170460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.457988])";"30";"turtlesim3.sim3";"1758613515.268240880";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.463263])";"30";"turtlesim2.sim2";"1758613515.252510443";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.452714])";"30";"turtlesim3.sim3";"1758613515.252228971";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.457988])";"30";"turtlesim2.sim2";"1758613515.236933340";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.447439])";"30";"turtlesim3.sim3";"1758613515.236152055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.442164])";"30";"turtlesim3.sim3";"1758613515.220462336";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.452714])";"30";"turtlesim2.sim2";"1758613515.220172499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.447439])";"30";"turtlesim2.sim2";"1758613515.204702856";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.436889])";"30";"turtlesim3.sim3";"1758613515.204590902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.431615])";"30";"turtlesim3.sim3";"1758613515.188139837";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.442164])";"30";"turtlesim2.sim2";"1758613515.188139947";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.436889])";"30";"turtlesim2.sim2";"1758613515.172675400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.426340])";"30";"turtlesim3.sim3";"1758613515.172605672";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.421065])";"30";"turtlesim3.sim3";"1758613515.156774067";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.431615])";"30";"turtlesim2.sim2";"1758613515.156696015";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.415790])";"30";"turtlesim3.sim3";"1758613515.140512135";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.426340])";"30";"turtlesim2.sim2";"1758613515.140401556";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.410515])";"30";"turtlesim3.sim3";"1758613515.124723305";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.421065])";"30";"turtlesim2.sim2";"1758613515.124510892";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.415790])";"30";"turtlesim2.sim2";"1758613515.108211478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.405241])";"30";"turtlesim3.sim3";"1758613515.108166552";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.410515])";"30";"turtlesim2.sim2";"1758613515.092942156";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.399966])";"30";"turtlesim3.sim3";"1758613515.092321456";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.394691])";"30";"turtlesim3.sim3";"1758613515.076742836";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.405241])";"30";"turtlesim2.sim2";"1758613515.076629041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.389416])";"30";"turtlesim3.sim3";"1758613515.060099725";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.399966])";"30";"turtlesim2.sim2";"1758613515.060100181";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.394691])";"30";"turtlesim2.sim2";"1758613515.044290772";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.384142])";"30";"turtlesim3.sim3";"1758613515.044302324";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.389416])";"30";"turtlesim2.sim2";"1758613515.028888515";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.378867])";"30";"turtlesim3.sim3";"1758613515.028025460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.373592])";"30";"turtlesim3.sim3";"1758613515.012292382";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.384142])";"30";"turtlesim2.sim2";"1758613515.012180203";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.378867])";"30";"turtlesim2.sim2";"1758613514.997147752";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.368317])";"30";"turtlesim3.sim3";"1758613514.996195791";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.363042])";"30";"turtlesim3.sim3";"1758613514.980631506";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.373592])";"30";"turtlesim2.sim2";"1758613514.980512530";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.357768])";"30";"turtlesim3.sim3";"1758613514.964428010";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.368317])";"30";"turtlesim2.sim2";"1758613514.964212472";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.363042])";"30";"turtlesim2.sim2";"1758613514.948795669";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.352493])";"30";"turtlesim3.sim3";"1758613514.948120864";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.357768])";"30";"turtlesim2.sim2";"1758613514.932432030";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.347218])";"30";"turtlesim3.sim3";"1758613514.932453961";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.341943])";"30";"turtlesim3.sim3";"1758613514.916235478";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.352493])";"30";"turtlesim2.sim2";"1758613514.916113667";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.347218])";"30";"turtlesim2.sim2";"1758613514.900454834";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.336668])";"30";"turtlesim3.sim3";"1758613514.900464132";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.331394])";"30";"turtlesim3.sim3";"1758613514.884850783";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.341943])";"30";"turtlesim2.sim2";"1758613514.884503269";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.326119])";"30";"turtlesim3.sim3";"1758613514.868391650";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.336668])";"30";"turtlesim2.sim2";"1758613514.868021828";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.320844])";"30";"turtlesim3.sim3";"1758613514.852703671";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.331394])";"30";"turtlesim2.sim2";"1758613514.852560579";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.315569])";"30";"turtlesim3.sim3";"1758613514.836366019";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.326119])";"30";"turtlesim2.sim2";"1758613514.835954085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.310295])";"30";"turtlesim3.sim3";"1758613514.820941308";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.320844])";"30";"turtlesim2.sim2";"1758613514.820334744";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.315569])";"30";"turtlesim2.sim2";"1758613514.804510350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.305020])";"30";"turtlesim3.sim3";"1758613514.804166311";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.310295])";"30";"turtlesim2.sim2";"1758613514.789070583";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.299745])";"30";"turtlesim3.sim3";"1758613514.788374513";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.294470])";"30";"turtlesim3.sim3";"1758613514.772546919";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.305020])";"30";"turtlesim2.sim2";"1758613514.772434966";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.299745])";"30";"turtlesim2.sim2";"1758613514.756962972";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.289195])";"30";"turtlesim3.sim3";"1758613514.756989826";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.283921])";"30";"turtlesim3.sim3";"1758613514.740178460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.294470])";"30";"turtlesim2.sim2";"1758613514.740178371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.278646])";"30";"turtlesim3.sim3";"1758613514.724752460";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.289195])";"30";"turtlesim2.sim2";"1758613514.724659981";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.283921])";"30";"turtlesim2.sim2";"1758613514.708190962";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.273371])";"30";"turtlesim3.sim3";"1758613514.708057298";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.278646])";"30";"turtlesim2.sim2";"1758613514.692770594";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.268096])";"30";"turtlesim3.sim3";"1758613514.692444270";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.273371])";"30";"turtlesim2.sim2";"1758613514.676387123";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.262822])";"30";"turtlesim3.sim3";"1758613514.675995477";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.257547])";"30";"turtlesim3.sim3";"1758613514.660745841";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.268096])";"30";"turtlesim2.sim2";"1758613514.660525779";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.262822])";"30";"turtlesim2.sim2";"1758613514.644535030";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.252272])";"30";"turtlesim3.sim3";"1758613514.644147443";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.246997])";"30";"turtlesim3.sim3";"1758613514.628412565";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.257547])";"30";"turtlesim2.sim2";"1758613514.628365898";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.252272])";"30";"turtlesim2.sim2";"1758613514.612117855";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.241722])";"30";"turtlesim3.sim3";"1758613514.612118041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.246997])";"30";"turtlesim2.sim2";"1758613514.595916279";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.236448])";"30";"turtlesim3.sim3";"1758613514.595935890";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.241722])";"30";"turtlesim2.sim2";"1758613514.580686570";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.231173])";"30";"turtlesim3.sim3";"1758613514.580694350";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.236448])";"30";"turtlesim2.sim2";"1758613514.564896531";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.225898])";"30";"turtlesim3.sim3";"1758613514.564776138";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.231173])";"30";"turtlesim2.sim2";"1758613514.548652181";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.220623])";"30";"turtlesim3.sim3";"1758613514.548549400";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.225898])";"30";"turtlesim2.sim2";"1758613514.533054691";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.215349])";"30";"turtlesim3.sim3";"1758613514.532132221";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.210074])";"30";"turtlesim3.sim3";"1758613514.516508188";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.220623])";"30";"turtlesim2.sim2";"1758613514.516508066";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.204799])";"30";"turtlesim3.sim3";"1758613514.500987875";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=-0.031562, y=7.215349])";"30";"turtlesim2.sim2";"1758613514.500877437";"./src/turtle.cpp:update:260"
